date,category_id,keyword,trend_score
2018-04-19,1,film & animation,0
2018-04-20,1,film & animation,0
2018-04-21,1,film & animation,0
2018-04-22,1,film & animation,0
2018-04-23,1,film & animation,0
2018-04-24,1,film & animation,66
2018-04-25,1,film & animation,0
2018-04-26,1,film & animation,0
2018-04-27,1,film & animation,0
2018-04-28,1,film & animation,100
2018-04-29,1,film & animation,0
2018-04-30,1,film & animation,0
2018-05-01,1,film & animation,0
2018-05-02,1,film & animation,0
2018-05-03,1,film & animation,0
2018-05-04,1,film & animation,0
2018-05-05,1,film & animation,0
2018-05-06,1,film & animation,0
2018-05-07,1,film & animation,0
2018-05-08,1,film & animation,0
2018-05-09,1,film & animation,0
2018-05-10,1,film & animation,0
2018-05-11,1,film & animation,0
2018-05-12,1,film & animation,0
2018-05-13,1,film & animation,0
2018-05-14,1,film & animation,0
2018-05-15,1,film & animation,0
2018-05-16,1,film & animation,0
2018-05-17,1,film & animation,0
2018-05-18,1,film & animation,0
2018-05-19,1,film & animation,0
2018-05-20,1,film & animation,0
2018-05-21,1,film & animation,0
2018-05-22,1,film & animation,0
2018-05-23,1,film & animation,0
2018-05-24,1,film & animation,0
2018-05-25,1,film & animation,0
2018-05-26,1,film & animation,0
2018-05-27,1,film & animation,0
2018-05-28,1,film & animation,0
2018-05-29,1,film & animation,0
2018-05-30,1,film & animation,0
2018-05-31,1,film & animation,0
2018-06-01,1,film & animation,0
2018-06-02,1,film & animation,0
2018-06-03,1,film & animation,0
2018-06-04,1,film & animation,0
2018-06-05,1,film & animation,0
2018-06-06,1,film & animation,0
2018-06-07,1,film & animation,0
2018-06-08,1,film & animation,0
2018-06-09,1,film & animation,0
2018-06-10,1,film & animation,0
2018-06-11,1,film & animation,0
2018-06-12,1,film & animation,0
2018-06-13,1,film & animation,0
2018-06-14,1,film & animation,0
2017-11-14,10,music,76
2017-11-15,10,music,80
2017-11-16,10,music,79
2017-11-17,10,music,84
2017-11-18,10,music,83
2017-11-19,10,music,84
2017-11-20,10,music,100
2017-11-21,10,music,77
2017-11-22,10,music,74
2017-11-23,10,music,72
2017-11-24,10,music,70
2017-11-25,10,music,73
2017-11-26,10,music,76
2017-11-27,10,music,70
2017-11-28,10,music,77
2017-11-29,10,music,84
2017-11-30,10,music,84
2017-12-01,10,music,87
2017-12-02,10,music,87
2017-12-03,10,music,81
2017-12-04,10,music,80
2017-12-05,10,music,84
2017-12-06,10,music,87
2017-12-07,10,music,86
2017-12-08,10,music,86
2017-12-09,10,music,84
2017-12-10,10,music,80
2017-12-11,10,music,79
2017-12-12,10,music,84
2017-12-13,10,music,83
2017-12-14,10,music,86
2017-12-15,10,music,87
2017-12-16,10,music,81
2017-12-17,10,music,82
2017-12-18,10,music,93
2017-12-19,10,music,85
2017-12-20,10,music,85
2017-12-21,10,music,84
2017-12-22,10,music,85
2017-12-23,10,music,85
2017-12-24,10,music,84
2017-12-25,10,music,95
2017-12-26,10,music,84
2017-12-27,10,music,70
2017-12-28,10,music,70
2017-12-29,10,music,71
2017-12-30,10,music,75
2017-12-31,10,music,74
2018-01-01,10,music,71
2018-01-02,10,music,64
2018-01-03,10,music,68
2018-01-04,10,music,67
2018-01-05,10,music,71
2018-01-06,10,music,74
2018-01-07,10,music,69
2018-01-08,10,music,68
2018-01-09,10,music,70
2018-01-10,10,music,74
2018-01-11,10,music,79
2018-01-12,10,music,79
2018-01-13,10,music,76
2018-01-14,10,music,71
2018-01-15,10,music,68
2018-01-16,10,music,68
2018-01-17,10,music,74
2018-01-18,10,music,74
2018-01-19,10,music,81
2018-01-20,10,music,76
2018-01-21,10,music,73
2018-01-22,10,music,70
2018-01-23,10,music,73
2018-01-24,10,music,77
2018-01-25,10,music,82
2018-01-26,10,music,77
2018-01-27,10,music,80
2018-01-28,10,music,77
2018-01-29,10,music,78
2018-01-30,10,music,75
2018-01-31,10,music,72
2018-02-01,10,music,72
2018-02-02,10,music,79
2018-02-03,10,music,77
2018-02-04,10,music,75
2018-02-05,10,music,68
2018-02-06,10,music,74
2018-02-07,10,music,72
2018-02-08,10,music,78
2018-02-09,10,music,78
2018-02-10,10,music,72
2018-02-11,10,music,80
2018-02-12,10,music,74
2018-02-13,10,music,73
2018-02-14,10,music,73
2018-02-15,10,music,74
2018-02-16,10,music,79
2018-02-17,10,music,78
2018-02-18,10,music,76
2018-02-19,10,music,67
2018-02-20,10,music,70
2018-02-21,10,music,73
2018-02-22,10,music,73
2018-02-23,10,music,78
2018-02-24,10,music,78
2018-02-25,10,music,76
2018-02-26,10,music,70
2018-02-27,10,music,75
2018-02-28,10,music,77
2018-03-01,10,music,72
2018-03-02,10,music,81
2018-03-03,10,music,81
2018-03-04,10,music,73
2018-03-05,10,music,72
2018-03-06,10,music,72
2018-03-07,10,music,75
2018-03-08,10,music,75
2018-03-09,10,music,80
2018-03-10,10,music,78
2018-03-11,10,music,74
2018-03-12,10,music,77
2018-03-13,10,music,74
2018-03-14,10,music,73
2018-03-15,10,music,74
2018-03-16,10,music,77
2018-03-17,10,music,73
2018-03-18,10,music,69
2018-03-19,10,music,70
2018-03-20,10,music,71
2018-03-21,10,music,72
2018-03-22,10,music,77
2018-03-23,10,music,77
2018-03-24,10,music,75
2018-03-25,10,music,77
2018-03-26,10,music,70
2018-03-27,10,music,74
2018-03-28,10,music,76
2018-03-29,10,music,75
2018-03-30,10,music,71
2018-03-31,10,music,72
2018-04-01,10,music,69
2018-04-02,10,music,67
2018-04-03,10,music,70
2018-04-04,10,music,71
2018-04-05,10,music,74
2018-04-06,10,music,76
2018-04-07,10,music,75
2018-04-08,10,music,72
2018-04-09,10,music,72
2018-04-10,10,music,72
2018-04-11,10,music,73
2018-04-12,10,music,75
2018-04-13,10,music,83
2018-04-14,10,music,72
2018-04-15,10,music,74
2018-04-16,10,music,79
2018-04-17,10,music,74
2018-04-18,10,music,79
2018-04-19,10,music,77
2018-04-20,10,music,83
2018-04-21,10,music,77
2018-04-22,10,music,74
2018-04-23,10,music,67
2018-04-24,10,music,77
2018-04-25,10,music,76
2018-04-26,10,music,74
2018-04-27,10,music,82
2018-04-28,10,music,79
2018-04-29,10,music,72
2018-04-30,10,music,75
2018-05-01,10,music,74
2018-05-02,10,music,73
2018-05-03,10,music,75
2018-05-04,10,music,79
2018-05-05,10,music,75
2018-05-06,10,music,73
2018-05-07,10,music,73
2018-05-08,10,music,72
2018-05-09,10,music,76
2018-05-10,10,music,79
2018-05-11,10,music,79
2018-05-12,10,music,75
2018-05-13,10,music,71
2018-05-14,10,music,75
2018-05-15,10,music,75
2018-05-16,10,music,75
2018-05-17,10,music,78
2018-05-18,10,music,77
2018-05-19,10,music,75
2018-05-20,10,music,82
2018-05-21,10,music,94
2018-05-22,10,music,74
2018-05-23,10,music,76
2018-05-24,10,music,79
2018-05-25,10,music,78
2018-05-26,10,music,77
2018-05-27,10,music,76
2018-05-28,10,music,68
2018-05-29,10,music,67
2018-05-30,10,music,72
2018-05-31,10,music,73
2018-06-01,10,music,77
2018-06-02,10,music,76
2018-06-03,10,music,74
2018-06-04,10,music,69
2018-06-05,10,music,68
2018-06-06,10,music,74
2018-06-07,10,music,74
2018-06-08,10,music,77
2018-06-09,10,music,75
2018-06-10,10,music,75
2018-06-11,10,music,70
2018-06-12,10,music,65
2018-06-13,10,music,69
2018-06-14,10,music,70
2017-11-14,17,sports,66
2017-11-15,17,sports,64
2017-11-16,17,sports,62
2017-11-17,17,sports,67
2017-11-18,17,sports,91
2017-11-19,17,sports,86
2017-11-20,17,sports,68
2017-11-21,17,sports,65
2017-11-22,17,sports,63
2017-11-23,17,sports,75
2017-11-24,17,sports,87
2017-11-25,17,sports,98
2017-11-26,17,sports,86
2017-11-27,17,sports,73
2017-11-28,17,sports,66
2017-11-29,17,sports,62
2017-11-30,17,sports,63
2017-12-01,17,sports,73
2017-12-02,17,sports,91
2017-12-03,17,sports,97
2017-12-04,17,sports,71
2017-12-05,17,sports,68
2017-12-06,17,sports,61
2017-12-07,17,sports,64
2017-12-08,17,sports,66
2017-12-09,17,sports,80
2017-12-10,17,sports,86
2017-12-11,17,sports,70
2017-12-12,17,sports,66
2017-12-13,17,sports,64
2017-12-14,17,sports,59
2017-12-15,17,sports,65
2017-12-16,17,sports,81
2017-12-17,17,sports,94
2017-12-18,17,sports,74
2017-12-19,17,sports,69
2017-12-20,17,sports,66
2017-12-21,17,sports,62
2017-12-22,17,sports,71
2017-12-23,17,sports,79
2017-12-24,17,sports,79
2017-12-25,17,sports,57
2017-12-26,17,sports,64
2017-12-27,17,sports,62
2017-12-28,17,sports,62
2017-12-29,17,sports,67
2017-12-30,17,sports,70
2017-12-31,17,sports,81
2018-01-01,17,sports,66
2018-01-02,17,sports,64
2018-01-03,17,sports,59
2018-01-04,17,sports,58
2018-01-05,17,sports,62
2018-01-06,17,sports,77
2018-01-07,17,sports,89
2018-01-08,17,sports,66
2018-01-09,17,sports,67
2018-01-10,17,sports,60
2018-01-11,17,sports,60
2018-01-12,17,sports,61
2018-01-13,17,sports,82
2018-01-14,17,sports,92
2018-01-15,17,sports,69
2018-01-16,17,sports,53
2018-01-17,17,sports,56
2018-01-18,17,sports,60
2018-01-19,17,sports,61
2018-01-20,17,sports,74
2018-01-21,17,sports,95
2018-01-22,17,sports,71
2018-01-23,17,sports,62
2018-01-24,17,sports,63
2018-01-25,17,sports,59
2018-01-26,17,sports,62
2018-01-27,17,sports,75
2018-01-28,17,sports,70
2018-01-29,17,sports,61
2018-01-30,17,sports,62
2018-01-31,17,sports,63
2018-02-01,17,sports,63
2018-02-02,17,sports,62
2018-02-03,17,sports,76
2018-02-04,17,sports,95
2018-02-05,17,sports,82
2018-02-06,17,sports,67
2018-02-07,17,sports,70
2018-02-08,17,sports,71
2018-02-09,17,sports,70
2018-02-10,17,sports,85
2018-02-11,17,sports,84
2018-02-12,17,sports,67
2018-02-13,17,sports,72
2018-02-14,17,sports,72
2018-02-15,17,sports,64
2018-02-16,17,sports,68
2018-02-17,17,sports,79
2018-02-18,17,sports,76
2018-02-19,17,sports,67
2018-02-20,17,sports,65
2018-02-21,17,sports,65
2018-02-22,17,sports,66
2018-02-23,17,sports,66
2018-02-24,17,sports,86
2018-02-25,17,sports,76
2018-02-26,17,sports,64
2018-02-27,17,sports,63
2018-02-28,17,sports,65
2018-03-01,17,sports,64
2018-03-02,17,sports,65
2018-03-03,17,sports,84
2018-03-04,17,sports,83
2018-03-05,17,sports,63
2018-03-06,17,sports,62
2018-03-07,17,sports,64
2018-03-08,17,sports,63
2018-03-09,17,sports,65
2018-03-10,17,sports,82
2018-03-11,17,sports,80
2018-03-12,17,sports,71
2018-03-13,17,sports,71
2018-03-14,17,sports,73
2018-03-15,17,sports,100
2018-03-16,17,sports,92
2018-03-17,17,sports,89
2018-03-18,17,sports,85
2018-03-19,17,sports,67
2018-03-20,17,sports,56
2018-03-21,17,sports,58
2018-03-22,17,sports,61
2018-03-23,17,sports,65
2018-03-24,17,sports,78
2018-03-25,17,sports,76
2018-03-26,17,sports,63
2018-03-27,17,sports,62
2018-03-28,17,sports,59
2018-03-29,17,sports,63
2018-03-30,17,sports,63
2018-03-31,17,sports,78
2018-04-01,17,sports,68
2018-04-02,17,sports,62
2018-04-03,17,sports,65
2018-04-04,17,sports,62
2018-04-05,17,sports,62
2018-04-06,17,sports,63
2018-04-07,17,sports,75
2018-04-08,17,sports,76
2018-04-09,17,sports,59
2018-04-10,17,sports,61
2018-04-11,17,sports,62
2018-04-12,17,sports,61
2018-04-13,17,sports,65
2018-04-14,17,sports,72
2018-04-15,17,sports,71
2018-04-16,17,sports,64
2018-04-17,17,sports,61
2018-04-18,17,sports,64
2018-04-19,17,sports,62
2018-04-20,17,sports,62
2018-04-21,17,sports,73
2018-04-22,17,sports,69
2018-04-23,17,sports,59
2018-04-24,17,sports,63
2018-04-25,17,sports,64
2018-04-26,17,sports,64
2018-04-27,17,sports,67
2018-04-28,17,sports,77
2018-04-29,17,sports,73
2018-04-30,17,sports,59
2018-05-01,17,sports,60
2018-05-02,17,sports,62
2018-05-03,17,sports,61
2018-05-04,17,sports,61
2018-05-05,17,sports,73
2018-05-06,17,sports,74
2018-05-07,17,sports,59
2018-05-08,17,sports,58
2018-05-09,17,sports,61
2018-05-10,17,sports,59
2018-05-11,17,sports,60
2018-05-12,17,sports,64
2018-05-13,17,sports,62
2018-05-14,17,sports,80
2018-05-15,17,sports,69
2018-05-16,17,sports,63
2018-05-17,17,sports,58
2018-05-18,17,sports,57
2018-05-19,17,sports,69
2018-05-20,17,sports,69
2018-05-21,17,sports,60
2018-05-22,17,sports,60
2018-05-23,17,sports,58
2018-05-24,17,sports,62
2018-05-25,17,sports,61
2018-05-26,17,sports,76
2018-05-27,17,sports,72
2018-05-28,17,sports,67
2018-05-29,17,sports,66
2018-05-30,17,sports,57
2018-05-31,17,sports,65
2018-06-01,17,sports,63
2018-06-02,17,sports,67
2018-06-03,17,sports,73
2018-06-04,17,sports,61
2018-06-05,17,sports,60
2018-06-06,17,sports,59
2018-06-07,17,sports,63
2018-06-08,17,sports,64
2018-06-09,17,sports,75
2018-06-10,17,sports,68
2018-06-11,17,sports,57
2018-06-12,17,sports,57
2018-06-13,17,sports,60
2018-06-14,17,sports,76
2017-11-14,19,travel & events,0
2017-11-15,19,travel & events,0
2017-11-16,19,travel & events,0
2017-11-17,19,travel & events,0
2017-11-18,19,travel & events,0
2017-11-19,19,travel & events,0
2017-11-20,19,travel & events,0
2017-11-21,19,travel & events,0
2017-11-22,19,travel & events,0
2017-11-23,19,travel & events,0
2017-11-24,19,travel & events,0
2017-11-25,19,travel & events,0
2017-11-26,19,travel & events,0
2017-11-27,19,travel & events,0
2017-11-28,19,travel & events,0
2017-11-29,19,travel & events,0
2017-11-30,19,travel & events,0
2017-12-01,19,travel & events,0
2017-12-02,19,travel & events,0
2017-12-03,19,travel & events,0
2017-12-04,19,travel & events,100
2017-12-05,19,travel & events,0
2017-12-06,19,travel & events,0
2017-12-07,19,travel & events,0
2017-12-08,19,travel & events,0
2017-12-09,19,travel & events,0
2017-12-10,19,travel & events,0
2017-12-11,19,travel & events,0
2017-12-12,19,travel & events,0
2017-12-13,19,travel & events,0
2017-12-14,19,travel & events,0
2017-12-15,19,travel & events,0
2017-12-16,19,travel & events,0
2017-12-17,19,travel & events,0
2017-12-18,19,travel & events,0
2017-12-19,19,travel & events,0
2017-12-20,19,travel & events,0
2017-12-21,19,travel & events,0
2017-12-22,19,travel & events,0
2017-12-23,19,travel & events,0
2017-12-24,19,travel & events,0
2017-12-25,19,travel & events,0
2017-12-26,19,travel & events,0
2017-12-27,19,travel & events,0
2017-12-28,19,travel & events,0
2017-12-29,19,travel & events,0
2017-12-30,19,travel & events,0
2017-12-31,19,travel & events,0
2018-01-01,19,travel & events,0
2018-01-02,19,travel & events,0
2018-01-03,19,travel & events,0
2018-01-04,19,travel & events,0
2018-01-05,19,travel & events,0
2018-01-06,19,travel & events,0
2018-01-07,19,travel & events,0
2018-01-08,19,travel & events,0
2018-01-09,19,travel & events,0
2018-01-10,19,travel & events,0
2018-01-11,19,travel & events,0
2018-01-12,19,travel & events,0
2018-01-13,19,travel & events,0
2018-01-14,19,travel & events,0
2018-01-15,19,travel & events,0
2018-01-16,19,travel & events,0
2018-01-17,19,travel & events,0
2018-01-18,19,travel & events,0
2018-01-19,19,travel & events,0
2018-01-20,19,travel & events,0
2018-01-21,19,travel & events,0
2018-01-22,19,travel & events,0
2018-01-23,19,travel & events,0
2018-01-24,19,travel & events,0
2018-01-25,19,travel & events,0
2018-01-26,19,travel & events,0
2018-01-27,19,travel & events,0
2018-01-28,19,travel & events,0
2018-01-29,19,travel & events,0
2018-01-30,19,travel & events,0
2018-01-31,19,travel & events,0
2018-02-01,19,travel & events,0
2018-02-02,19,travel & events,0
2018-02-03,19,travel & events,0
2018-02-04,19,travel & events,0
2018-02-05,19,travel & events,0
2018-02-06,19,travel & events,0
2018-02-07,19,travel & events,0
2018-02-08,19,travel & events,0
2018-02-09,19,travel & events,0
2018-02-10,19,travel & events,0
2018-02-11,19,travel & events,0
2018-02-12,19,travel & events,0
2018-02-13,19,travel & events,100
2018-02-14,19,travel & events,0
2018-02-15,19,travel & events,0
2018-02-16,19,travel & events,0
2018-02-17,19,travel & events,0
2018-02-18,19,travel & events,0
2018-02-19,19,travel & events,0
2018-02-20,19,travel & events,0
2018-02-21,19,travel & events,0
2018-02-22,19,travel & events,98
2018-02-23,19,travel & events,0
2018-02-24,19,travel & events,0
2018-02-25,19,travel & events,0
2018-02-26,19,travel & events,0
2018-02-27,19,travel & events,0
2018-02-28,19,travel & events,0
2018-03-01,19,travel & events,0
2018-03-02,19,travel & events,0
2018-03-03,19,travel & events,0
2018-03-04,19,travel & events,0
2018-03-05,19,travel & events,0
2018-03-06,19,travel & events,0
2018-03-07,19,travel & events,0
2018-03-08,19,travel & events,0
2018-03-09,19,travel & events,0
2018-03-10,19,travel & events,0
2018-03-11,19,travel & events,0
2018-03-12,19,travel & events,0
2018-03-13,19,travel & events,0
2018-03-14,19,travel & events,0
2018-03-15,19,travel & events,0
2018-03-16,19,travel & events,0
2018-03-17,19,travel & events,0
2018-03-18,19,travel & events,0
2018-03-19,19,travel & events,0
2018-03-20,19,travel & events,0
2018-03-21,19,travel & events,0
2018-03-22,19,travel & events,0
2018-03-23,19,travel & events,0
2018-03-24,19,travel & events,0
2018-03-25,19,travel & events,0
2018-03-26,19,travel & events,0
2018-03-27,19,travel & events,0
2018-03-28,19,travel & events,0
2018-03-29,19,travel & events,0
2018-03-30,19,travel & events,0
2018-03-31,19,travel & events,0
2018-04-01,19,travel & events,0
2018-04-02,19,travel & events,0
2018-04-03,19,travel & events,0
2018-04-04,19,travel & events,0
2018-04-05,19,travel & events,0
2018-04-06,19,travel & events,0
2018-04-07,19,travel & events,0
2018-04-08,19,travel & events,0
2018-04-09,19,travel & events,0
2018-04-10,19,travel & events,0
2018-04-11,19,travel & events,0
2018-04-12,19,travel & events,0
2018-04-13,19,travel & events,0
2018-04-14,19,travel & events,0
2018-04-15,19,travel & events,0
2018-04-16,19,travel & events,0
2018-04-17,19,travel & events,0
2018-04-18,19,travel & events,0
2018-04-19,19,travel & events,0
2018-04-20,19,travel & events,0
2018-04-21,19,travel & events,0
2018-04-22,19,travel & events,0
2018-04-23,19,travel & events,0
2018-04-24,19,travel & events,0
2018-04-25,19,travel & events,0
2018-04-26,19,travel & events,0
2018-04-27,19,travel & events,0
2018-04-28,19,travel & events,0
2018-04-29,19,travel & events,0
2018-04-30,19,travel & events,0
2018-05-01,19,travel & events,0
2018-05-02,19,travel & events,0
2018-05-03,19,travel & events,0
2018-05-04,19,travel & events,0
2018-05-05,19,travel & events,0
2018-05-06,19,travel & events,0
2018-05-07,19,travel & events,0
2018-05-08,19,travel & events,0
2018-05-09,19,travel & events,0
2018-05-10,19,travel & events,0
2018-05-11,19,travel & events,0
2018-05-12,19,travel & events,0
2018-05-13,19,travel & events,0
2018-05-14,19,travel & events,0
2018-05-15,19,travel & events,0
2018-05-16,19,travel & events,0
2018-05-17,19,travel & events,0
2018-05-18,19,travel & events,0
2018-05-19,19,travel & events,0
2018-05-20,19,travel & events,0
2018-05-21,19,travel & events,0
2018-05-22,19,travel & events,0
2018-05-23,19,travel & events,0
2018-05-24,19,travel & events,0
2018-05-25,19,travel & events,0
2018-05-26,19,travel & events,0
2018-05-27,19,travel & events,0
2018-05-28,19,travel & events,0
2018-05-29,19,travel & events,0
2018-05-30,19,travel & events,0
2018-05-31,19,travel & events,0
2018-06-01,19,travel & events,0
2018-06-02,19,travel & events,0
2018-06-03,19,travel & events,0
2018-06-04,19,travel & events,0
2018-06-05,19,travel & events,0
2018-06-06,19,travel & events,0
2018-06-07,19,travel & events,0
2018-06-08,19,travel & events,0
2018-06-09,19,travel & events,0
2018-06-10,19,travel & events,0
2018-06-11,19,travel & events,0
2018-06-12,19,travel & events,0
2018-06-13,19,travel & events,0
2018-06-14,19,travel & events,0
2017-11-14,20,gaming,36
2017-11-15,20,gaming,39
2017-11-16,20,gaming,39
2017-11-17,20,gaming,38
2017-11-18,20,gaming,48
2017-11-19,20,gaming,46
2017-11-20,20,gaming,47
2017-11-21,20,gaming,44
2017-11-22,20,gaming,50
2017-11-23,20,gaming,74
2017-11-24,20,gaming,100
2017-11-25,20,gaming,69
2017-11-26,20,gaming,61
2017-11-27,20,gaming,69
2017-11-28,20,gaming,54
2017-11-29,20,gaming,40
2017-11-30,20,gaming,40
2017-12-01,20,gaming,39
2017-12-02,20,gaming,45
2017-12-03,20,gaming,43
2017-12-04,20,gaming,40
2017-12-05,20,gaming,39
2017-12-06,20,gaming,42
2017-12-07,20,gaming,38
2017-12-08,20,gaming,41
2017-12-09,20,gaming,47
2017-12-10,20,gaming,41
2017-12-11,20,gaming,38
2017-12-12,20,gaming,42
2017-12-13,20,gaming,41
2017-12-14,20,gaming,38
2017-12-15,20,gaming,39
2017-12-16,20,gaming,46
2017-12-17,20,gaming,45
2017-12-18,20,gaming,42
2017-12-19,20,gaming,40
2017-12-20,20,gaming,39
2017-12-21,20,gaming,42
2017-12-22,20,gaming,42
2017-12-23,20,gaming,43
2017-12-24,20,gaming,42
2017-12-25,20,gaming,57
2017-12-26,20,gaming,56
2017-12-27,20,gaming,56
2017-12-28,20,gaming,46
2017-12-29,20,gaming,44
2017-12-30,20,gaming,39
2017-12-31,20,gaming,37
2018-01-01,20,gaming,38
2018-01-02,20,gaming,39
2018-01-03,20,gaming,36
2018-01-04,20,gaming,36
2018-01-05,20,gaming,40
2018-01-06,20,gaming,42
2018-01-07,20,gaming,41
2018-01-08,20,gaming,35
2018-01-09,20,gaming,33
2018-01-10,20,gaming,36
2018-01-11,20,gaming,37
2018-01-12,20,gaming,37
2018-01-13,20,gaming,41
2018-01-14,20,gaming,41
2018-01-15,20,gaming,40
2018-01-16,20,gaming,37
2018-01-17,20,gaming,34
2018-01-18,20,gaming,35
2018-01-19,20,gaming,36
2018-01-20,20,gaming,39
2018-01-21,20,gaming,36
2018-01-22,20,gaming,36
2018-01-23,20,gaming,35
2018-01-24,20,gaming,33
2018-01-25,20,gaming,34
2018-01-26,20,gaming,35
2018-01-27,20,gaming,39
2018-01-28,20,gaming,41
2018-01-29,20,gaming,38
2018-01-30,20,gaming,37
2018-01-31,20,gaming,35
2018-02-01,20,gaming,37
2018-02-02,20,gaming,35
2018-02-03,20,gaming,39
2018-02-04,20,gaming,38
2018-02-05,20,gaming,31
2018-02-06,20,gaming,33
2018-02-07,20,gaming,36
2018-02-08,20,gaming,35
2018-02-09,20,gaming,34
2018-02-10,20,gaming,36
2018-02-11,20,gaming,40
2018-02-12,20,gaming,36
2018-02-13,20,gaming,35
2018-02-14,20,gaming,32
